sha1sum; hopper1_kvm_patched_conf1; hopper1_kvm_patched_conf2; hopper2_vmware_conf3; hopper4_vmware_conf2; hopper5_vmware_conf2_vmtools; hopper6_kvm_legacy_conf1; hopper6_kvm_legacy_conf2; hopper3_vbox_conf1; hopper3_vbox_conf2; hopper8_vbox_conf1_guestadditions; hopper8_vbox_conf2_guestadditions; hopper7_qemu_legacy_conf1; hopper7_qemu_legacy_conf2
41aa39f8738080477d77f5cf5b0e76d939905aa8; True; True; True; False; False; False; False; True; True; True; True; True; True
98a5c9aabcc8218798f841807c161c3749764327; True; True; True; False; False; True; True; True; False; True; False; True; True
e7f3d91f61b63f7a8a759b18c22d9112397dc188; True; True; True; False; False; False; False; True; False; True; False; True; True
f81bff6be80b7706427c6bb1d563dab958191e03; True; True; True; False; False; True; True; True; False; True; False; True; True
0ecaa45dd0218de925b983186cf7a3a0df2b8b6a; True; True; True; False; False; True; True; True; False; True; False; True; True
a7f44c45d9f26fc14c2d5714165a960e2696e866; False; False; False; False; False; False; False; False; False; False; False; True; False
4d6f2c7b7caf9d2e629877ced0c1359442fe1cc7; True; True; True; False; False; True; True; True; False; True; False; True; True
0542ccf25bd6665462f0568a58808ddf4bc5a239; True; True; True; False; False; True; True; True; False; True; False; True; True
0cae4e680083a6064dabb4912e581470981341d0; True; True; True; False; False; True; True; True; False; True; False; True; True
3567b6be24559ba2735e7c7585b14f8c42594bee; True; True; True; False; False; False; False; True; False; True; False; True; True
89fed3210e488a69dd36d7f968f699d881dbdd05; False; False; False; False; False; False; False; False; False; False; False; True; False
466914158faa8f4fdcc5e8aba1db919f911c73e4; False; False; False; False; False; False; False; False; False; False; False; True; False
3721c088534f99d21f82924794802e90948c5b11; False; False; False; False; False; False; False; False; False; False; False; True; False
211f69b2c5aa1d6292d72912d04104c01728163e; True; True; True; False; False; True; True; True; False; True; False; True; True
1fb0f9450572d976129fe502969c1c162f85fcb3; True; True; True; False; False; False; False; True; False; False; False; True; True
ae8b0bda66e27a944281265df6f169b097ef18dc; True; True; True; True; True; True; True; True; True; True; True; True; True
aed5af5725cafc7fbb16f9c304e9cbd2c10ec695; True; True; True; True; True; True; True; True; True; True; True; True; True
84e1c978173b1c8086bc60ad409e3da2a2621b27; False; False; False; False; False; False; False; False; False; False; False; True; False
0265bc7456873fa47aea06e1ce0157db2f1964d1; False; False; False; False; False; False; False; False; False; False; False; True; False
9bb468894c1b234aa49ab66ab7e0e098a6ef3412; True; True; True; True; True; True; True; True; True; True; True; True; True
7c8af104af8b55754cb87a593a6a385eaed7d3e6; True; True; True; False; False; True; True; True; False; True; False; True; True
112b0ef449819b3236ae46e94af68384b1ebbaa3; True; True; True; False; False; True; True; True; False; True; False; True; True
bd5cc3dd3caeade4ff3dc9696767833bb9b17e79; True; True; True; False; False; True; True; True; False; True; False; True; True
0ee0b7a584ad3af8e9cd9a5cb4463d960157d6f3; True; True; True; False; False; False; False; True; True; True; True; True; True
3c02b5f01837942610bae0a61f2ad024b4c8b057; True; True; True; False; False; True; True; True; False; True; False; True; True
a3604da4fc2443e112e9cb6336fc0a0ea5970f16; True; True; True; False; False; False; False; True; False; True; False; True; True
d4f97636060c28c8c27184ed63dc66298f5e4a11; True; True; True; False; False; False; False; True; False; True; False; True; True
1174463082a279b2e5580e02d057cab9ecf981bf; False; False; False; False; False; False; False; True; False; True; False; False; False
5051779590232e778cae5ed35bf47d182329d10a; False; False; False; False; False; False; False; False; False; False; False; True; False
35fb46f42e64b07eebab72251d07d6a2b5e0f999; True; True; True; False; False; False; False; True; True; True; True; True; True
f20f62b2fd92e8678c64a884db95320bd04b7ce1; False; False; False; False; False; False; False; True; False; False; False; False; False
dabe8af145857f3c34dc8c49946ce062fed27d12; True; True; True; False; False; False; False; True; True; True; True; True; True
6509a7e1637db6388a30a5da92c1bcd9658eda62; True; True; True; False; False; True; True; True; False; True; False; True; True
5b35f47fff626c1d9d54613a6d9606b228446932; False; False; False; False; False; False; False; False; False; False; False; True; False
4696c7595f4fdeb9633ced1fc344277fda48eca8; False; False; False; False; False; False; False; False; False; False; False; True; False
ae325392c17a7363b93df4b14deeb32a1008dd5a; False; False; False; False; False; False; False; False; False; False; False; False; False
350f575f9dc04117fdc01a4d77ae7df7c8833993; True; True; True; False; False; True; True; True; False; True; False; True; True
978c72ec2add420d4910a91c5045052f3a86f09b; False; False; False; False; False; False; False; True; False; False; False; False; False
0d3c5e38ff6e68f711cd33cfb15e962dc4f9cd18; True; True; True; False; False; False; False; True; False; True; False; True; True
8f538479debb13118c154c739bf7f55d46d1ab1c; True; True; True; False; False; False; False; True; False; True; False; True; True
49b1c09f991f88cd4d904cfa279e2fc9d04d7e93; True; True; True; False; False; False; False; True; False; True; False; True; True
d824a2185d9fbace012eec86be842e2b8672b6bf; False; False; False; False; False; False; False; False; False; False; False; True; False
f49bea1794926124a4bcdb479c4560a550c93876; True; True; True; False; False; True; True; True; False; True; False; True; True
399ec1e69c8a46de30947f181a047f6e8773e26a; True; True; True; False; False; False; False; True; True; True; True; True; True
2dfb527c8463bba54b39ecf56ed00deeffd6eb41; True; True; True; True; True; True; True; True; True; True; True; True; True
bf34923cbeb87d8cf9c0f55d69b9269036c32747; True; True; True; False; False; True; True; True; False; True; False; True; True
ad533b9c2461e1ce983abfae78ac1725afcb1f3d; True; True; True; False; False; True; True; True; False; True; False; True; True
ed90e321888efd21ffb5cce15dcb616dedc39528; True; True; True; False; False; True; True; True; False; True; False; True; True
569b3b5f27a3987385d0addafd0280677a7fd434; True; True; True; False; False; True; True; True; False; True; False; True; True
f90e3edadf99528058a24f17f79be165e62a4942; True; True; True; False; False; True; True; True; False; True; False; True; True
d27b7a8fa012340f0a8574b1dc2f6f2deb132d48; True; True; True; False; False; True; True; True; False; True; False; True; True
07864457b56f7ea1a419f9c2ffcb9af12dcc60a5; True; True; True; False; False; False; False; True; False; True; False; True; True
fdfe751190695826b73fd75e3236aa014a67636d; True; True; True; True; True; True; True; True; True; True; True; True; True
6ea48b5ac8ffb3aa2ddec16fa34a0f85c0175658; True; True; True; False; False; True; True; True; False; True; False; True; True
aed30f01ebaa50326e2a38bb80ac0d94e1920052; True; True; True; True; True; True; True; True; True; True; True; True; True
cf880030fb3890b0bb8d9c51d6fd42c22e47cbc6; True; True; True; False; False; True; True; True; False; True; False; True; True
b1b0b6cc9acc13431105e3fd200ccf8abb8241b8; False; True; False; False; False; True; False; True; False; False; False; False; True
87fc7605044677c03955b34311093f7efd8a030b; True; True; True; False; False; False; False; True; False; True; False; True; True
09a977293ac90b2eb8d740d974cfb52940b93698; True; True; True; False; False; False; False; True; False; True; False; True; True
86c5d645e857159a24a05ba835deb338ca436149; False; False; False; False; False; False; False; False; False; False; False; True; False
d37fe14a63211ed345d630eade9d846426784091; True; True; True; False; False; False; False; True; False; True; False; True; True
dae3eaac6fe18fde140fbb6bd1264e4edb062daf; True; True; True; False; False; False; False; True; True; True; True; True; True
d7056502505b5917f8c20893f34699cb9247c05c; True; True; True; False; False; False; False; True; False; True; False; True; True
a9f00ec562d4fbae6e22d48db60a6cee3ca48c6a; True; True; True; False; False; False; False; True; False; True; False; True; True
e11bdfca75291a5538d69ffc6e2483255b021b12; True; True; True; False; False; False; False; True; False; True; False; True; True
6beeca52b30a6c2be725fa207a689691c6c9d131; True; True; True; False; False; True; True; True; False; True; False; True; True
1636d4064e9a7de3a2ab9b9b6229c43cfeabc3f2; False; False; False; False; False; False; False; False; False; False; False; False; False
98a4c7c97ee3a3313d49d100348e1b82742f127b; True; True; True; False; False; False; False; True; False; True; False; True; True
95d9104ead80443ebfaa41072ff4f54cc97d9c65; True; True; True; False; False; False; False; True; False; True; False; True; True
6958b3b1a920eb3453d295f49cebdd8d97fa3ad9; False; False; False; False; False; False; False; False; False; False; False; True; False
7041031b2bfc374018fcb40214bdfb66ba3459ce; True; True; True; False; False; True; True; True; False; True; False; True; True
dc664333b1c0381c230c76997b55fba540dfc364; True; True; True; True; True; True; True; False; False; False; True; True; True
51e44a99c2d688db8a4cc5896b332e8a3fff5284; False; False; False; False; False; False; False; False; False; False; False; True; False
a1caf4d1645c15c7b3c3cc68942703a94d079877; False; False; False; False; False; False; False; True; False; True; False; False; False
0b7ed8602f52fa9617bc26d986671a98bd107b07; True; True; True; True; True; True; True; True; True; True; True; True; True
7de9e99e7b5fd75994ddd176a170e4cb854045c7; True; True; True; False; False; True; True; True; False; True; False; True; True
4317c5a1bcc9e256fd9757c03979fba4ebeb4589; True; True; True; False; False; False; False; True; False; False; False; True; True
102b245c5c3bedff32374778f165c9ff6e7d2fa5; True; True; True; False; False; True; True; True; False; True; False; True; True
307785c26425076bc409d19bcf51393864477ce4; False; False; False; False; False; False; False; True; True; True; True; False; False
2061d19f9bfcafecd4377aa799b58958e5e888ba; False; False; False; False; False; False; False; False; False; False; False; False; False
817e909c21b1b747e39e7b1b459d53e48568ed04; False; False; False; False; False; False; False; True; False; False; False; False; False
634bf23716a6b9d6333a0f38312bc285f192cf5b; True; True; True; False; False; True; True; True; False; True; False; True; True
227f0acb12ab2638b0c1d114b12e411c536602da; False; False; False; False; False; False; False; False; False; False; False; True; False
db71a53ff8fddf448c27853ee6ccb65a5add3704; True; True; True; False; False; True; True; True; False; True; False; True; True
e85c3fd37b47af3890d89202c1ff1f1966d96d39; False; False; False; False; False; False; False; False; False; False; False; True; False
7db50f737dc84c5ec54afb8997191855c1fc23fd; False; False; False; False; False; False; False; False; False; False; False; True; False
abb5ff911a58b1736f84eddb76af7fd0db454170; True; True; True; False; False; True; True; True; False; True; False; True; True
20cd5992f75dc303f959fa74f3463245da3bca2b; True; True; True; False; False; True; True; True; False; True; False; True; True
742ad112f065e6a6599b082037c9c5cdd2344bdd; False; False; False; False; False; False; False; True; False; False; False; False; False
0397b938bacf793693564c78de798bb071f701c3; True; True; True; False; False; False; False; True; False; True; False; True; True
b535fba3baf5cf76ef4b013494ecf011e812a4d8; True; True; True; True; True; True; True; True; True; True; True; True; True
9f1f49126f235718fdeda8e7aaba80d129fb4b25; False; False; False; False; False; False; False; False; False; False; False; True; False
6b0af24584b80c4f78a4e1365dbea8cc457c91e6; False; False; False; False; False; False; False; False; False; False; False; False; False
1ae1db74a79a66ce4689f8e72abf85db10198c48; True; True; True; False; False; False; False; True; False; False; False; True; True
11a8ed332c6a4cf0676672bf8ef489698f23a5dd; True; True; True; False; False; False; False; True; False; True; False; True; True
6d9da90e3ed475621228ae56c8fc6d05be9609cc; True; True; True; False; False; False; False; True; False; True; False; True; True
ca20186bb9ab603b520d5df2014b69294e800a0d; True; True; True; False; False; False; False; True; False; True; False; True; True
8a411d6556ab28c123a64b313a9917f321cfe123; True; True; True; False; False; False; False; True; False; True; False; True; True
53de59e29e72c419f56cdb657d8013bd64c72ef7; False; False; False; False; False; False; False; False; False; False; False; False; False
0901f62a51a23741042b3416f1436787f51baedb; True; True; True; True; True; True; True; True; True; True; True; True; True
9f0ea77f3cf10257648f1b21507bd14a96bb592d; True; True; True; False; False; True; True; True; False; True; False; True; True
63a185d5023665afb09546db2672975d8f186691; True; True; True; False; False; True; True; True; False; True; False; True; True
da62f44c3470da1abfc0fd9e81ebd9b40c03f05d; True; True; True; False; False; False; False; True; False; True; False; True; True
1c247b74e49d10778b0d34a04d375a5738315743; True; True; True; False; False; True; True; True; False; True; False; True; True
362790825da334aaf5981413c2731ce69701b132; True; True; True; False; False; False; False; True; False; True; False; True; True
3d2f0203b3e66a77863ecaeef31ae24aa59a16f6; True; True; True; False; False; False; False; True; False; True; False; True; True
a3a3111ad0a6ee669832ccfd49c5d5784b291bbd; False; False; False; False; False; False; False; False; False; False; False; False; False
70bf4364fc05434266128c7ec922069fadf775e8; False; False; False; False; False; False; False; True; False; True; False; False; False
8528f14a2ba71c7c03eb713547b6f721df2f2c9f; True; True; True; True; True; True; True; True; True; True; True; True; True
fe548776e7820dc1852e85aa937c578cecb8cacb; False; False; False; False; False; False; False; False; False; False; False; True; False
f4608357988819b1d06da14c0a8deb2708cba539; True; True; True; False; False; False; False; True; False; True; False; True; True
16c975ef872928be85cb7fdcee4f7e1e21f51182; True; True; True; False; False; False; False; True; False; True; False; True; True
e73475813c0f8068c8af1dfecb4c60b533c4d207; True; True; True; False; False; True; True; False; False; False; False; True; True
2bf5a07114e32eca9ebd6f7569c4b09ae2d1c039; False; False; False; False; False; False; False; True; False; True; False; False; False
46550f9e0d6b4cc5e621896f5beff04271726b6a; True; True; True; True; True; True; True; True; True; True; True; True; True
e3de97b5765d376981434d074176252ec3ca66cf; True; True; True; True; True; True; True; True; True; True; True; True; True
05626a4743e030e6c500fa4cd0c965966ae00159; True; True; True; True; True; True; True; True; True; True; True; True; True
ed407af48dd1790db217de023b883e8d8831218a; True; True; True; True; True; True; True; True; True; True; True; True; True
1ed4da8fcb1ad6f8cbd13e06bf381755ccc9dace; True; True; True; True; True; True; True; True; True; True; True; True; True
a4e3f352e3cb102bd8c475d2817148a92ba2feee; False; False; False; False; False; False; False; True; False; True; False; False; False
b910011937a1c261f35a5eb7230359556eaeb2e1; True; True; True; True; True; True; True; True; True; True; True; True; True
beaab37b263be4982ef6421b48b7804811c45ccb; True; True; True; False; False; False; False; True; False; True; False; True; True
584bd7a1c3f16b294f3ae3dfc72ce76d66922603; True; True; True; False; False; True; True; True; False; True; False; True; True
402112c943cc359f5ec5df712f4c0c115031e93a; True; True; True; False; False; False; False; True; False; True; False; True; True
52b915ef44c0da42e04fee8c2e151d3e247b16db; True; True; True; False; False; True; True; True; False; True; False; True; True
4e9612587b850616adec1251939f9a63df023f55; True; True; True; False; False; False; False; True; False; True; False; True; True
455d5625f1d78996ff58a5c4ae14d53ca6c39ac6; False; False; False; False; False; False; False; False; False; False; False; True; False
4a2f6e2e21094eefd2e70ec234e0ab8d3e400dbd; False; False; False; False; False; False; False; False; False; False; False; False; False
46896f3ef2c801fb8762ae5d350245e7d93133ba; True; True; True; False; False; True; True; True; False; True; False; True; True
d5b74277e267dbd395bb48d6866727f28d846c79; True; True; True; False; False; False; False; True; False; True; False; True; True
ba4ecb508f6a18aa4ff2b09c88b1b6fedf4d98f0; True; True; True; True; True; True; True; True; True; True; True; True; True
dd0a7bbc21a538d4a1f4a2273587b62bb165d5b3; True; True; True; False; False; False; False; True; False; True; False; True; True
d7334c266134bd66fd0bc0137c2bb5d3e5fd3b11; False; False; False; False; False; False; False; True; False; False; False; False; False
a21068510b0fe577a647208a1f772559d82aeb47; False; False; False; False; False; False; False; True; False; True; False; False; False
d06e722452d551b7b5b274532f73af9e15ee9e59; True; True; True; True; True; True; True; True; True; True; True; True; True
7cd609547eaf47c6be0d8333c462a667514529be; True; True; True; False; False; False; False; True; False; True; False; True; True
f52bb25dd5204798eecee87b8ed682f8bfe8cfa7; True; True; True; False; False; False; False; True; False; True; False; True; True
b5792c28e1c283f980297d3b17e47b25979faedb; False; False; False; False; False; False; False; True; False; False; False; False; False
732cc4819b8b6a39860fb4ac3a4c2b31b5345237; True; True; True; False; False; False; False; True; False; True; False; True; True
62982f8e2bd67398c9deac2292c4652ea0f8d33e; True; True; True; False; False; False; False; True; True; True; True; True; True
43c09870db914a5013a67d7546c61e8857c69157; False; False; False; False; False; False; False; False; False; False; False; False; False
b7e1f89c0e8f446e5785d476b00f82bda6bc0fa4; False; False; False; False; False; False; False; False; False; False; False; True; False
d74fdcc714d5bb46f611d04cad164bd5a6fb57c1; False; False; False; False; False; False; False; False; False; False; False; False; False
20eb378f8aca8f7f298b254dd05e4bff677e6d5b; True; True; True; False; False; True; True; True; False; True; False; True; True
8750d578f92566cd9e35ecd6465ed1d152aa8eb5; True; True; True; False; False; False; False; True; False; True; False; True; True
f70e088b6d5a1e0ed1a46b6ce49e0953a97c2ee1; False; False; False; False; False; False; False; True; False; False; False; False; False
f82a58cde61814a7c017a3e27e63be8f55568f60; False; False; False; False; False; False; False; False; False; False; False; False; False
77c47a8aae761dd661e252f9b38f64275d72594e; False; False; False; False; False; False; False; True; False; False; False; False; False
5e87c51779fe8a89c8c24d7538964636510ef4e8; False; False; False; False; False; False; False; False; False; False; False; False; False
244c2b8a645cacb865b87087bd315a271c52c872; True; True; True; True; True; True; True; True; True; True; True; True; True
3d25606f51a423883d1c0613ca192c19313c049c; True; True; True; False; False; True; True; True; False; True; False; True; True
a02f3820b851ddbcfcf9f34f9379db96ada7b92a; True; True; True; True; True; True; True; False; False; False; True; True; True
17b8027eeb2e07665e7261c30fe0136f44fe8ed8; True; True; True; False; False; True; True; True; False; True; False; True; True
d5557a458ceef3a694f58b7dce3786483643eb2c; True; True; True; False; False; False; False; True; False; True; False; True; True
7c3fb675ad6dc6cb57c87ac7e8fb339d9dca5d67; True; True; True; False; False; True; True; True; False; True; False; True; True
e46d325161867a5a3b058ca67325d76d0ddd3ef7; False; False; False; False; False; False; False; True; False; True; False; False; False
18d2578fe887028a976e5db816523e7c2924706a; True; True; True; False; False; False; False; True; False; True; False; True; True
e9047a598a1b43fbf1ffc0cdc057aa004c269798; True; True; True; False; False; True; True; True; False; True; False; True; True
a1d3434aae659887b70dc9fa35ea17ee02b72271; False; False; False; False; False; False; False; False; False; False; False; False; False
798c0bf3b672fb5c45c46019519a7303ce987926; True; True; True; False; False; True; True; True; False; True; False; True; True
4a7b874d16b62cb9920189b278b2bcf59a720337; True; True; True; False; False; False; False; True; False; True; False; True; True
2abd7b3d2e1471b05f8632f341fc84e66da93761; True; True; True; False; False; True; True; True; False; True; False; True; True
d23481cd569db9ba39ca658a74e31ce8f9862c12; False; False; False; False; False; False; False; False; False; False; False; True; False
c09aca4ca62dc232d980c12c8c92f09ca1471d6e; False; False; False; False; False; False; False; False; False; False; False; True; False
fcc4acc49b3dd4044f81d378db68b727b8facd9a; False; False; False; False; False; False; False; False; False; False; False; False; False
9fd19cd7971ce49cb3008646ddb589875b72589a; True; True; True; False; False; True; True; True; False; True; False; True; True
b63d1c8782111af8fa631d10b89000d28b0d7dce; True; True; True; False; False; False; False; True; True; True; True; True; True
4bd754a037ff409b94d6b217c7825a07c53fd2be; True; True; True; False; False; True; True; True; False; True; False; True; True
824fa1494d6da7ec2bbf7436e12f86a57b78dfe9; True; True; True; False; False; True; True; True; False; True; False; True; True
1d81a649d8ec5a87b841008995943c62835fc315; True; True; True; False; False; False; False; True; False; True; False; True; True
57d336b4938ef93df6bed694377c28f5b8543969; True; True; True; False; False; True; True; True; False; True; False; True; True
dddf73ac3c09303bd01965a44f9d0c92d993184c; True; True; True; False; False; False; False; True; False; True; False; True; True
0660a074092b7f71f54983d6faa60b3c078c39f4; True; True; True; False; False; False; False; True; True; True; True; True; True
7c0b31b87c1ce8e8014b0afc6f074ba3c7ef310d; True; True; True; False; False; True; True; True; False; True; False; True; True
b9589863c85de08c3a6f6f68c2a7b3f52bf5e83d; False; True; False; False; False; True; False; True; False; False; False; False; True
05cf3ed975bd5316b2b86eb09f4af1fd95bacf5f; True; True; True; False; False; False; False; True; False; True; False; True; True
db34128a25eb7cd31d8f87a70a36807463486c8a; False; False; False; False; False; False; False; False; False; False; False; False; False
858d24c4942ecdeb6865c2e35cf32530f2450d17; False; False; False; False; False; False; False; False; False; False; False; False; False
872f9f2a6ba8f9393d9f8e0bba3a1fc145d1084b; True; True; True; False; False; False; False; True; False; True; False; True; True
86d2db2e628378f96ac677a484a0189e4c0b3914; True; True; True; False; False; False; False; True; True; True; True; True; True
091363d8c8ab0382761abc86546229f3c4ac8ddd; True; True; True; True; True; True; True; True; True; True; True; True; True
92e528cba736b361e39331f471c40bfc0a982b96; True; True; True; False; False; False; False; True; True; True; True; True; True
aa8661c9c8fdd5c2dc8b2a226632d0a6a11e3545; False; False; False; False; False; False; False; False; False; False; False; True; False
8433d18477cda280aba49e27425c9365ced05645; True; True; True; False; False; False; False; True; False; True; False; True; True
a6c0234dd0db60fd1ef82d43d2456c8ee15680b1; True; True; True; False; False; True; True; True; False; True; False; True; True
51323419e9fe569fb22d5e204eed0c69904ff27d; False; False; False; False; False; False; False; False; False; False; False; True; False
0100d9da1d2ba1776e95f46e4095eefdf2e49468; True; True; True; True; True; True; True; True; True; True; True; True; True
6125acf191849a64726d24c087166dae2d001287; True; True; True; False; False; False; False; True; False; True; False; True; True
14bf229bd094127c578fb8c00cc0f22c4cb1cb35; True; True; True; True; True; True; True; True; True; True; True; True; True
51ede3c0b92d218fed52a2ba3efcef065145059c; True; True; True; False; False; False; False; True; True; True; True; True; True
603068a77cdad45d4e3a2eff8d2d5edf3da322e5; True; True; True; False; False; False; False; True; False; True; False; True; True
3dc4645ef1782de4fd9ed1d2ed2083363026b861; False; False; False; False; False; False; False; True; False; False; False; False; False
b88d864b5af25f4dfc2deb455571604fee0bd7d4; True; True; True; False; False; True; True; True; False; True; False; True; True
9350ba0c45f062bd4e46509cb9bb11efdf3c1ee5; True; True; True; True; True; True; True; True; True; True; True; True; True
c6d1ec1c5f5fedfa03a7e2817b4a5acfd00f59c2; True; True; True; False; False; True; True; True; False; False; False; True; True
274d3c9d72dfb5a232c329bca3890206bfa79acb; False; False; False; False; False; False; False; False; False; False; False; True; False
e0d3d5905c2a83aa154a99f3d6081aae6a282775; True; True; True; True; True; True; True; True; True; True; True; True; True
cceb3b201a783f57c3d654bf6193ae936907ea32; True; True; True; True; True; True; True; True; True; True; True; True; True
950863366c9bed8221c0264c585b1a6ebdd364cc; True; True; True; False; False; False; False; True; False; True; False; True; True
d7f6b644be5ba5e4c3f8883776940bf4aac789d8; True; True; True; False; False; True; True; True; False; True; False; True; True
fa276aea8d94484d46d7ab3df4a3b49988a2d516; False; False; False; False; False; False; False; False; False; False; False; False; False
e9a4ce01f3becda264573369078b9e170a2559ce; False; False; False; False; False; False; False; False; False; False; False; False; False
c57895523efa4365664e2755292f980ae664bd67; False; False; False; False; False; False; False; False; False; False; False; True; False
99b60c0baf33adaa728e8117e218761ebddfe72d; False; False; False; False; False; False; False; True; False; False; False; False; False
4f30aa3363117fd9d0a71606fb0c5b98388b32a4; False; False; False; False; False; False; False; False; False; False; False; False; False
3f697205c3f40e699d80556624a990a68a7c3ece; False; False; False; False; False; False; False; False; False; False; False; True; False
02dc56c6317c33b3fb679d53ba0c40bebebc4f2e; True; True; True; False; False; True; True; True; False; True; False; True; True
e75b0c7d68083daaec03b793f09f21636bf65442; False; False; False; False; False; False; False; False; False; False; False; False; False
b203985ad9248f3cbcdf861360ccf25b88ab314b; True; True; True; False; False; True; True; True; False; True; False; True; True
e071792d04659c7bd57a14c81d36acf63c8968f6; True; True; True; False; False; True; True; True; False; True; False; True; True
6fe09da96f98b71344b8678ec8b057757b145d21; True; True; True; False; False; True; True; True; False; True; False; True; True
dd09ed93be2f99a1483c1760c01410f254de552e; False; False; False; False; False; False; False; True; False; False; False; False; False
10061827152a41990ba9f9b54911e5e8242dc6e4; True; True; True; True; True; True; True; True; True; True; True; True; True
8a8655509a10959ae524c669557770b3b3f2619f; False; False; False; False; False; False; False; True; True; True; True; False; False
8b7c9251e656ac6d598e3982e86bc3edf7564327; False; False; False; False; False; False; False; True; False; True; False; False; False
81be1b8557b54009b867b21c7e3146f9d2544dc4; True; True; True; False; False; False; False; True; False; True; False; True; True
792d98999ecb2041116800973fddaef264d2195e; False; False; False; False; False; False; False; True; True; True; True; False; False
2841687c3e2b49437f3e6fceed5dbbe1713a3b41; True; True; True; False; False; True; True; True; False; True; False; True; True
4cd162152ed783772f5a839c510e990f3c85bd7c; True; True; True; False; False; False; False; True; False; True; False; True; True
3e0e4163a08b9fd8787644317a477d393ad481f7; True; True; True; False; False; True; True; True; False; True; False; True; True
6a5f6f4e9d92aba80a9ff2d51ef149a9e18407e5; True; True; True; True; True; True; True; True; True; True; True; True; True
7fa9074ab9810505e1cf4c8d1b8c783d33a26b17; False; False; False; False; False; False; False; False; False; False; False; True; False
6d31c220e6215044f2f605eb363151ac7f1d4e37; True; True; True; False; False; False; False; True; True; True; True; True; True
5e35690195332751e37ffb96add95b817d5d9572; True; True; True; False; False; True; True; True; False; True; False; True; True
9ff52e7856116673a90f06d9ef970e1e35789969; True; True; True; False; False; False; False; True; False; True; False; True; True
7bb4d2c58d8fff594d47b539a122797f25f7aab0; True; True; True; False; False; False; False; True; True; True; True; True; True
87d798e5a0e7a8fccef52ce6997e0654ccc514b2; True; True; True; False; False; True; True; True; False; True; False; True; True
23a39087399bdd5d38ff146d130af340cbf9c796; True; True; True; False; False; True; True; True; False; True; False; True; True
b451ae1a7db3b72ee820880c25e68b39066902df; True; True; True; False; False; True; True; True; False; True; False; True; True
f8a953b19b947e6295b547ef0c51c41ba52afbf6; False; False; False; False; False; False; False; False; False; False; False; True; False
1b9a24e2f22ee371f04c16cdaee192be772d41a3; True; True; True; False; False; False; False; True; False; True; False; True; True
69d2acaae04b1993808cf027dedce0f6db586d7b; False; False; False; False; False; False; False; False; False; False; False; True; False
ff16b7d643a6fcf7436d65302443712dfb1dfcce; True; True; True; False; False; True; True; True; False; True; False; True; True
ccd6a76dc7b6a811d331eecdee2081889170ecbd; False; False; False; False; False; False; False; True; False; False; False; False; False
e676327787b5ed22125ee394ea979b87e634c421; False; False; False; False; False; False; False; False; False; False; False; True; False
9560396c634ef59264c19efd2660692272a04574; True; True; True; True; True; True; True; True; True; True; True; True; True
eccbb063f935a696eac6eebb1b312c1b8d25afe0; True; True; True; False; False; False; False; True; False; True; False; True; True
455a9345abe5a6ecefafc1ad2a7ab6300215ea39; False; False; False; False; False; False; False; False; False; False; False; False; False
84efc544502f1d90c575a9b0b7166b32dd13bf54; True; True; True; True; True; True; True; True; True; True; True; True; True
533b97cc7c3502a29da874458cd8c4b016046ec5; True; True; True; True; True; True; True; True; True; True; True; True; True
8fc09107cc111545218615292db6973dcb1c7473; True; True; True; False; False; True; True; True; False; True; False; True; True
de7f694e81098ff953504ced12cda14d18cc9cd8; True; True; True; False; False; False; False; True; False; True; False; True; True
9626b68be6e8ae6b7e4e4f90837e58a1154a6a1b; True; True; True; True; True; True; True; True; True; True; True; True; True
d3c837a2ff52e620d70d65801d9581424ea462b3; False; False; False; False; False; False; False; True; False; False; False; False; False
c31ae2091f7f3e41607f3247c8b519cab2c3b0fb; True; True; True; True; False; True; True; True; True; False; False; True; True
10ba32d384913a8855d46b240eaf89b12db49d22; True; True; True; False; False; True; True; True; False; True; False; True; True
6eb9cbca1a1ecf17aa7033dd9e98ca692a7d9acf; False; False; False; False; False; False; False; True; False; True; False; False; False
f1000588c7cc5873482cb194cab6d5d1a149d1ee; False; False; False; False; False; False; False; False; False; False; False; True; False
d67cec2829b53d4ff64210a6edd795c0ad84190e; True; True; True; False; False; False; False; True; False; True; False; True; True
0890a2689473e8b07a49495f25208b275fc000e0; True; True; True; False; False; True; True; True; False; True; False; True; True
3c63b46428bde5671fbbae5ed38ebcdf5b62a297; True; True; True; False; False; False; False; True; False; True; False; True; True
ff4b187a5929458293fb5625f17f809825079e3d; False; False; False; False; False; False; False; False; False; False; False; False; False
29b201123f14d236c98f28d7762dd0b5efee86a3; False; False; False; False; False; False; False; False; False; False; False; True; False
9efdb656033c355fd3118b201f1163f8e29f038e; True; True; True; False; False; True; True; True; False; True; False; True; True
9bae4cd94b4a0ae62ba2e95c7a16f8cff11fd2be; True; True; True; False; False; True; True; True; False; True; False; True; True
b39f2ca0e50dde89b9d6815cf3cf5ec9aca8970e; True; True; True; False; False; True; True; True; False; True; False; True; True
d492718d6abbeaec7f3628a5b1f24d12189abe84; True; True; True; False; False; False; False; True; False; True; False; True; True
ec90da1b310930a6b9a4c33594359a87c6eaa8d5; False; False; False; False; False; False; False; False; False; False; False; True; False
1653c05ed8db8a2515d405f7c53112ae7a6cb8fa; True; True; True; False; False; False; False; True; True; True; True; True; True
